"Field"	"model_id"	"name"	"type"	"growth_properties"	"parent_id"	"origin_patient_sample_id"	"comments"	"supplier"	"external_ids"	"publications"
	"SIDM01932"	"WPE1-NA22"	"Cell Line"	"Adherent"	"SIDM00020"	"SIDS00785"	" RWPE-2 was derived from RWPE-1 by transformation with Ki-ras using the Kirsten murine sarcoma virus.
RWPE2-W99 cell line was derived from the RWPE-2 by cloning in soft agar to select cells that show high expression of Ki-ras (ATCC). 
WPE1-NA22 cells were derived from RWPE-1 cells by exposure to N-methyl-N-nitrosourea (ATCC)."	"ATCC:CRL-2849"	"ACH-001422,,CCLE_Name:WPE1NA22_PROSTATE"	
	"SIDM01531"	"CI-1"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC 570"	"ACH-000687,CVCL_1861,CCLE_Name:CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01909"	"UM-UC-5"	"Cell Line"	"Adherent"			" "	"ECACC:0809502"	"ACH-001411,,CCLE_Name:UMUC5_URINARY_TRACT"	3761468
	"SIDM00613"	"KALS-1"	"Cell Line"	"Unknown"			" "	"JCRB:IFO50434"	"COSMIC907271,ACH-000231,CVCL_1323,CCLE_Name:KALS1_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM01012"	"JVM-3"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-18"	"COSMIC907270,ACH-000346,CVCL_1320,CCLE_Name:JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00133"	"HOP-62"	"Cell Line"	"Unknown"			" "	"NCI:HOP-62"	"COSMIC905972,ACH-000861,CVCL_1285,CCLE_Name:HOP62_LUNG"	
	"SIDM00105"	"OVCAR-3"	"Cell Line"	"Adherent"			" ONCO-DG-1 is cross-contaminated with cell line OVCAR-3 (DSMZ)."	"NCI:OVCAR-3"	"COSMIC905933,ACH-000001,CVCL_0465,CCLE_Name:NIHOVCAR3_OVARY"	
	"SIDM01276"	"HCM-SANG-0272-C20"	"Organoid"	"Unknown"			" "			
	"SIDM01830"	"UM-RC-2"	"Cell Line"	"Adherent"			" "	"ECACC:08090511"	"ACH-001224,,CCLE_Name:UMRC2_KIDNEY"	4038766
	"SIDM00637"	"MC116"	"Cell Line"	"Suspension"			" "	"ATCC:CRL-1649"	"COSMIC907799,ACH-000583,CVCL_1399,CCLE_Name:MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01848"	"PeTa"	"Cell Line"	"Unknown"			" "		"ACH-001170,,CCLE_Name:PETA_SKIN"	
	"SIDM00884"	"HCC1395"	"Cell Line"	"Adherent"			" HCC1395-BL is a B-lymphoblastoid cell line initiated by Epstein Barr virus (EBV) transformation of peripheral blood lymphocytes obtained from the same patient as the breast carcinoma cell line HCC1395 (ATCC)."	"ATCC:CRL-2324"	"COSMIC749712,ACH-000699,CVCL_1249,CCLE_Name:HCC1395_BREAST"	
	"SIDM00772"	"HCC2218"	"Cell Line"	"Suspension"			" HCC2218-BL is a B-lymphoblastoid cell line initiated by Epstein Barr virus (EBV) transformation of peripheral blood lymphocytes obtained from the same patient as HCC2218 (ATCC)."	"ATCC:CRL-2343"	"COSMIC749716,ACH-000755,CVCL_1263,CCLE_Name:HCC2218_BREAST"	
	"SIDM01032"	"KYSE-140"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-348"	"COSMIC753573,ACH-000823,CVCL_1347,CCLE_Name:KYSE140_OESOPHAGUS"	
	"SIDM01247"	"Ramos-2G6-4C10"	"Cell Line"	"Suspension"	"SIDM01094"	"SIDS00341"	" Ramos-2G6-4C10 was derived from the Ramos cell line by repetitive cloning with selection for low constitutive expression of CD23 and maximum stimulation of CD23 expression by IL4 (ATCC)."	"ATCC:CRL-1923"	"COSMIC910401,ACH-002300,CVCL_1646,CCLE_Name:RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00088"	"PC-3"	"Cell Line"	"Adherent"			" "	"NCI:PC-3"	"COSMIC905934,ACH-000090,CVCL_0035,CCLE_Name:PC3_PROSTATE"	
	"SIDM01218"	"JEG-3"	"Cell Line"	"Adherent"	"SIDM00692"	"SIDS00173"	" Hs-630-T has been shown to be a derivative of BeWo (PMID: 25877200, Cellosaurus).
JEG-3 has the same DNA profile as BeWo; it was established by serial cloning of BeWo (ECACC & PMID: 4299001). "	"ATCC:HTB-36"	"COSMIC907176,ACH-001530,CVCL_0363,CCLE_Name:JEG3_PLACENTA"	
	"SIDM01807"	"G-415"	"Cell Line"	"Adherent"			" "	"RIKEN:RCB2640"	"ACH-001850,,CCLE_Name:G415_BILIARY_TRACT"	7429092
	"SIDM01912"	"21NT"	"Cell Line"	"Adherent"			" 21NT and 21PT were independent samples derived from primary tumours from the same patient.
21MT was derived from a pleural effusion sample taken 1 year after the primary tumour samples and was subsequently used to establish the cell lines 21MT-1 and 21MT-2 (PMID: 1977518). 
H16N2 was derived from normal mammary epithelial cells taken from the same patient as the 21T series cell lines (DOI: 10.1186/s13058-019-1173-5)."		"ACH-002399,,CCLE_Name:21NT_BREAST"	1977518
	"SIDM01454"	"TUHR10TKB"	"Cell Line"	"Adherent"			" "	"RIKEN:RCB1275"	"ACH-000459,CVCL_5952,CCLE_Name:TUHR10TKB_KIDNEY"	
	"SIDM01964"	"HCM-SANG-0544-C15"	"Organoid"	"Unknown"			" "			
	"SIDM00577"	"NH-12"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB0833"	"COSMIC908447,ACH-001603,CVCL_1605,CCLE_Name:NH12_AUTONOMIC_GANGLIA"	
	"SIDM01414"	"WERI-RB-1"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC 90"	"ACH-001421,CVCL_1792,CCLE_Name:WERIRB1_AUTONOMIC_GANGLIA"	844036
	"SIDM00908"	"COLO-829BL"	"Cell Line"	"Suspension"			" COLO-829 was derived from a sample taken prior to chemotherapy for metastatic melanoma.
COLO 829BL was established from the same patient by Epstein Barr virus (EBV) transformation of a sample of peripheral blood (ATCC)."	"ATCC:CRL-1980"	"ACH-002380,CVCL_1999,CCLE_Name:COLO829_MATCHED_NORMAL_TISSUE"	
	"SIDM01145"	"SNU-16"	"Cell Line"	"Suspension"			" "	"ATCC:CRL-5974"	"COSMIC908446,ACH-000581,CVCL_0076,CCLE_Name:SNU16_STOMACH"	
	"SIDM00679"	"HT-3"	"Cell Line"	"Adherent"			" "	"ATCC:HTB-32"	"COSMIC907068,ACH-001525,CVCL_1293,CCLE_Name:HT3_CERVIX"	
	"SIDM01940"	"CMK-86"	"Cell Line"	"Suspension"	"SIDM00959"	"SIDS01738"	" CMK11-5 is a subclone of CMK (PMID: 1391807).
CMK, CMK-86 and CMK-11-5 share high SNP identity (DOI: 10.1038/nature11003)."	"JCRB:IFO50428"	"ACH-001037,,CCLE_Name:CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00791"	"K-562"	"Cell Line"	"Suspension"			" "	"NCI:K-562"	"COSMIC905940,ACH-000551,CVCL_0004,CCLE_Name:K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00698"	"NCI-H146"	"Cell Line"	"Suspension"			" "	"ATCC:HTB-173"	"COSMIC910899,ACH-000506,CVCL_1473,CCLE_Name:NCIH146_LUNG"	
	"SIDM01298"	"HCM-SANG-0308-C15"	"Organoid"	"Unknown"			" "	"ATCC:PDM-83"		
	"SIDM01401"	"UM-UC-9"	"Cell Line"	"Adherent"			" "	"ECACC:08090505"	"ACH-001416,CVCL_2753,CCLE_Name:UMUC9_URINARY_TRACT"	
	"SIDM00305"	"JHOS-2"	"Cell Line"	"Adherent"			" "	"RIKEN:RCB1521"	"COSMIC1479995,ACH-000132,CVCL_4647,CCLE_Name:JHOS2_OVARY"	
	"SIDM00169"	"SNU-899"	"Cell Line"	"Adherent"			" "	"KCLB:00899"	"ACH-000692,CVCL_5105,CCLE_Name:SNU899_UPPER_AERODIGESTIVE_TRACT"	
	"SIDM00383"	"SCH"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB0251"	"COSMIC909711,ACH-002198,CVCL_1687,CCLE_Name:SCH_STOMACH"	
	"SIDM00022"	"TE-2"	"Cell Line"	"Unknown"			" TE-2, TE-3, TE-7, TE-12 & TE-13 share common ancestry (PMID: 17804709)"	"unknown:unknown"	"CVCL_4455"	
	"SIDM00445"	"OACp4C"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-704"	"COSMIC1503362,ACH-002292,CVCL_1843,CCLE_Name:OACP4C_OESOPHAGUS"	
	"SIDM00521"	"COR-L95"	"Cell Line"	"Suspension"			" "	"ECACC:96020733"	"COSMIC1297439,ACH-000743,CVCL_2418,CCLE_Name:CORL95_LUNG"	
	"SIDM00074"	"BL-70"	"Cell Line"	"Unknown"			" "	"DSMZ:ACC233"	"COSMIC910707,ACH-000402,CVCL_1088,CCLE_Name:BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01101"	"SK-N-AS"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-2137"	"COSMIC724828,ACH-000260,CVCL_1700,CCLE_Name:SKNAS_AUTONOMIC_GANGLIA"	
	"SIDM00865"	"DMS-114"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-2066"	"COSMIC687983,ACH-000530,CVCL_1174,CCLE_Name:DMS114_LUNG"	
	"SIDM01753"	"HuG1-N"	"Cell Line"	"Suspension"	"SIDM01736"	"SIDS01585"	"A variant of HuG1 producing Nagao-type alkaline phosphatase. HuG1-N and HuG1-PI were derived from the parental line HuG1 (JCRB)."	"JCRB:RCB1179"	"ACH-000239,,CCLE_Name:HUG1N_STOMACH"	
	"SIDM01503"	"DMS-454"	"Cell Line"	"Adherent"			" "	"ECACC:95062832"	"ACH-000844,CVCL_2438,CCLE_Name:DMS454_LUNG"	
	"SIDM00782"	"T84"	"Cell Line"	"Adherent"			" "	"ATCC:CCL-248"	"COSMIC909761,ACH-000381,CVCL_0555,CCLE_Name:T84_LARGE_INTESTINE"	
	"SIDM01595"	"HCC461"	"Cell Line"	"Unknown"			" "		"ACH-000339,CVCL_5135,CCLE_Name:HCC461_LUNG"	
	"SIDM00225"	"IST-MEL1"	"Cell Line"	"Adherent"			" "	"ICLC:HTL01006"	"COSMIC907172,ACH-002143,CVCL_1308,CCLE_Name:ISTMEL1_SKIN"	
	"SIDM01144"	"SNU-5"	"Cell Line"	"Suspension"			" "	"ATCC:CRL-5973"	"COSMIC908445,ACH-000303,CVCL_0078,CCLE_Name:SNU5_STOMACH"	
	"SIDM00727"	"NCI-H2342"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-5941"	"COSMIC687819,ACH-000951,CVCL_1549,CCLE_Name:NCIH2342_LUNG"	
	"SIDM01869"	"RMZ"	"Cell Line"	"Adherent"			" RMZ-RC2 and RMZ-RC5 are clonal cell lines derived from RMZ (DOI: 10.1038/bjc.1986.273)."			3801282
	"SIDM00973"	"WM793B"	"Cell Line"	"Adherent"			" 1205Lu was dervied by serial passaging of WM793 through immune deficient mice and harvesting lung metastases (DOI: 10.4172/1948-5956.1000401)."	"ATCC:CRL-2806"	"COSMIC1299081,ACH-000827,CVCL_8787,CCLE_Name:WM793_SKIN"	
	"SIDM01434"	"SNU-886"	"Cell Line"	"Adherent"			" "	"KCLB:00886"	"ACH-000316,CVCL_5103,CCLE_Name:SNU886_LIVER"	11819450
	"SIDM00903"	"A549"	"Cell Line"	"Adherent"			" JHU-028 has been shown to be cross contaminated with A549 (ICLAC)."	"NCI:A549"	"COSMIC905949,ACH-000681,CVCL_0023,CCLE_Name:A549_LUNG"	
	"SIDM00317"	"VMRC-RCZ"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB0827"	"COSMIC909781,ACH-000171,CVCL_1791,CCLE_Name:VMRCRCZ_KIDNEY"	
	"SIDM01744"	"Hs-888-Sk"	"Cell Line"	"Adherent"			" Hs-888-Lu and Hs-888-Sk were derived using normal tissue from the same patient as the metastatically derived tumour cell line Hs-888-T (ATCC)."	"ATCC:CRL-7623"		
	"SIDM00720"	"NCI-H28"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-5820"	"COSMIC908470,ACH-000648,CVCL_1555,CCLE_Name:NCIH28_PLEURA"	
	"SIDM00230"	"IST-SL2"	"Cell Line"	"Suspension"			" "	"ICLC:HTL97010"	"COSMIC753565,ACH-002145,CVCL_1314,CCLE_Name:ISTSL2_LUNG"	
	"SIDM01421"	"U-343-MGa"	"Cell Line"	"Adherent"			" U-343-MG and U-343-MGa were both derived from the same patient biopsy (PMID: 3497714). GOS-3 is a derivative of the human glioblastoma cell line U-343-MG. (DSMZ)."		"ACH-000036,CVCL_4773,CCLE_Name:U343_CENTRAL_NERVOUS_SYSTEM"	3497714
	"SIDM00479"	"OE19"	"Cell Line"	"Adherent"			" "	"ECACC:96071721"	"COSMIC910079,ACH-000679,CVCL_1622,CCLE_Name:OE19_OESOPHAGUS"	
	"SIDM01147"	"NCI-N87"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-5822"	"COSMIC908461,ACH-000427,CVCL_1603,CCLE_Name:NCIN87_STOMACH"	
	"SIDM00461"	"OCI-AML5"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-247"	"COSMIC1330983,ACH-000065,CVCL_1620,CCLE_Name:OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01269"	"HCM-SANG-0291-C15"	"Organoid"	"Unknown"			" "	"ATCC:PDM-67"		
	"SIDM01307"	"HCM-SANG-0288-C18"	"Organoid"	"Unknown"			" "			
	"SIDM01209"	"HeLaSF"	"Cell Line"	"Adherent"	"SIDM00846"	"SIDS00019"	" HeLaSF is a variant of Hela grown in serum free conditions. HEp-2 was originally thought to be derived from an epidermoid carcinoma of the larynx, but was found to contain HeLa marker chromosomes. DNA fingerprinting has confirmed it to have been established via HeLa cell contamination (ATCC).
BCG-823 was originally reported as a human gastric adenocarcinoma cell line. However, the STR DNA analysis pattern of BCG-823 showed contamination with the HeLa cell line (PMID: 26116706; 28851942).
GLC-82 was originally reported as a human lung adenocarcinoma cell line from a 32-year-old female patient. However, the STR DNA analysis pattern of GLC-82 showed contamination with the HeLa (PMID: 26116706)."	"ATCC:CCL-2.3"	"COSMIC687509,,CVCL_1278"	
	"SIDM01054"	"EFM-192B"	"Cell Line"	"Adherent"			" EFM-192B and EFM-192C were established from the same patient as EFM-192A (DSMZ)."	"DSMZ:ACC-308"	"COSMIC1240126,,CVCL_1813"	
	"SIDM01489"	"CME-1"	"Cell Line"	"Unknown"			" "		"ACH-001322,CVCL_N586,CCLE_Name:CME1_SOFT_TISSUE"	
	"SIDM01367"	"LN-235"	"Cell Line"	"Unknown"			" "		"ACH-000591,CVCL_3957,CCLE_Name:LN235_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM00221"	"MET-2B"	"Cell Line"	"Unknown"			" "		"COSMIC1659787,ACH-002388,CVCL_VS57,CCLE_Name:MET2B"	
	"SIDM01728"	"JHUEM-3"	"Cell Line"	"Adherent"			" "	"JCRB:RCB1552"	"ACH-000173,,CCLE_Name:JHUEM3_ENDOMETRIUM"	
	"SIDM00501"	"BICR78"	"Cell Line"	"Adherent"			" "	"ECACC:04072111"	"COSMIC1240122,ACH-001332,CVCL_2315,CCLE_Name:BICR78_UPPER_AERODIGESTIVE_TRACT"	
	"SIDM01866"	"SCCOHT-1"	"Cell Line"	"Adherent"			" "		"ACH-001279,,CCLE_Name:SCCOHT1_OVARY"	22581215
	"SIDM00462"	"OCI-AML3"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-582"	"COSMIC1290455,ACH-000336,CVCL_1844,CCLE_Name:OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01251"	"H9"	"Cell Line"	"Suspension"	"SIDM00851"	"SIDS00128"	" The H9 cell line is a clonal derivative of the Hut 78 cell line (ATCC & PMID: 2567177)."	"ATCC:HTB-176"	"COSMIC907043,ACH-002240,CVCL_1240,CCLE_Name:H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00495"	"A3-KAW"	"Cell Line"	"Suspension"			" "	"JCRB:JCRB0101"	"COSMIC910935,ACH-000697,CVCL_1062,CCLE_Name:A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00147"	"KPL-1"	"Cell Line"	"Unknown"			" KPL-1 has been shown by DNA fingerprinting to be cross-contaminated with cell line MCF-7 (DSMZ)."	"DSMZ:ACC-317"	"COSMIC907316,ACH-000028,CVCL_2094,CCLE_Name:KPL1_BREAST"	
	"SIDM00054"	"PL18"	"Cell Line"	"Unknown"			" "		"COSMIC1240208,ACH-002185,CVCL_X507,CCLE_Name:PL18_PANCREAS"	
	"SIDM00195"	"EW-24"	"Cell Line"	"Unknown"			" "		"COSMIC949168,ACH-002117,CVCL_1215,CCLE_Name:EW24_BONE"	
	"SIDM00755"	"NCI-H1793"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-5896"	"COSMIC908463,ACH-000888,CVCL_1496,CCLE_Name:NCIH1793_LUNG"	
	"SIDM00621"	"EW-13"	"Cell Line"	"Unknown"			" "		"COSMIC949166,ACH-002113,CVCL_1211,CCLE_Name:EW13_BONE"	
	"SIDM00099"	"NCI-H2722"	"Cell Line"	"Unknown"			" "	"NCI-Navy Medical Oncology Branch:NCI-H2722"	"COSMIC1290812,ACH-002128,CVCL_U994,CCLE_Name:H2722_PLEURA"	
	"SIDM00389"	"SU-DHL-10"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-576"	"COSMIC1331033,ACH-000271,CVCL_1889,CCLE_Name:SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01499"	"EWS-502"	"Cell Line"	"Unknown"			" "		"ACH-000279,CVCL_S740,CCLE_Name:EWS502_BONE"	
	"SIDM01170"	"TOV-112D"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-11731"	"COSMIC1299070,ACH-000048,CVCL_3612,CCLE_Name:TOV112D_OVARY"	
	"SIDM00825"	"COLO-197"	"Cell Line"	"Suspension"			" COLO-201, COLO-205 and COLO-206F were all established from the ascites fluid of a patient with adenocarcinoma of the colon.
COLO-197 is a lymphoid line established from the original biopsy of the same patient.
COLO-200 is a lymphoid line establisted from the peripheral blood of the same patient (PMID: 565251)."	"Unknown:Unknown"	"CVCL_9976"	565251
	"SIDM01092"	"RF-48"	"Cell Line"	"Unknown"			"Misidentified, now shown to be a B-cell lymphoma and not from a gastric cancer (PMID: 12226758). RF-1 and RF-48 were derived from the same patient (PMID: 12226758)"	"ATCC:CRL-1863"	"COSMIC909697,ACH-002301,CVCL_1657,CCLE_Name:RF48_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00457"	"OPM-2"	"Cell Line"	"Suspension"			" OPM-1 and OPM-2 were established from the peripheral blood of the same patient (PMID: 3926660)."	"DSMZ:ACC-50"	"COSMIC909249,ACH-000024,CVCL_1625,CCLE_Name:OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	3926660
	"SIDM01416"	"UACC-62_CJ1"	"Cell Line"	"Adherent"	"SIDM00107"	"SIDS00869"	" UACC-62_CJ1 is a resistant sub-clone of UACC-62."	"NCI:UACC-62"	"ACH-002004,,CCLE_Name:UACC62_SKIN_CJ1_RESISTANT"	
	"SIDM01001"	"DU-4475"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-427"	"COSMIC906844,ACH-000258,CVCL_1183,CCLE_Name:DU4475_BREAST"	
	"SIDM00251"	"TGBC11TKB"	"Cell Line"	"Adherent"			" "	"RIKEN:RCB1148"	"COSMIC909770,ACH-000949,CVCL_1768,CCLE_Name:TGBC11TKB_STOMACH"	
	"SIDM00216"	"SNU-175"	"Cell Line"	"Suspension"			" "	"KCLB:175"	"COSMIC1659928,ACH-000989,CVCL_5031,CCLE_Name:SNU175_LARGE_INTESTINE"	
	"SIDM01436"	"SNU-840"	"Cell Line"	"Adherent"			" "	"KCLB:00840"	"ACH-000280,CVCL_5100,CCLE_Name:SNU840_OVARY"	9299249
	"SIDM01086"	"RS4-11"	"Cell Line"	"Suspension"			" "	"ATCC:CRL-1873"	"COSMIC909703,ACH-000874,CVCL_0093,CCLE_Name:RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01062"	"HDQ-P1"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-494"	"COSMIC1290922,ACH-000643,CVCL_2067,CCLE_Name:HDQP1_BREAST"	
	"SIDM01607"	"HCC1195"	"Cell Line"	"Adherent"			" "	"KCLB:71195"	"ACH-000868,CVCL_5127,CCLE_Name:HCC1195_LUNG"	
	"SIDM00681"	"LS1034"	"Cell Line"	"Adherent"			" LS1034-PBL is a matched normal line initiated by Epstein Barr virus (EBV) transformation from the same patient as LS1034."	"ATCC:CRL-2158"	"COSMIC917486,ACH-000252,CVCL_1382,CCLE_Name:LS1034_LARGE_INTESTINE"	
	"SIDM01335"	"SNU-1272"	"Cell Line"	"Adherent"			" "	"KCLB:01272"	"ACH-000513,CVCL_5020,CCLE_Name:SNU1272_KIDNEY"	
	"SIDM00460"	"OCI-LY-19"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-528"	"COSMIC1330984,ACH-000124,CVCL_1878,CCLE_Name:OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00745"	"NCI-H1650"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-5883"	"COSMIC687800,ACH-000035,CVCL_1483,CCLE_Name:NCIH1650_LUNG"	
	"SIDM01464"	"TCC-PAN2"	"Cell Line"	"Adherent"			" "		"ACH-000502,CVCL_3178,CCLE_Name:TCCPAN2_PANCREAS"	
	"SIDM01514"	"BT-12"	"Cell Line"	"Unknown"			" "		"ACH-000160,CVCL_M155,CCLE_Name:BT12_SOFT_TISSUE"	
	"SIDM00355"	"RERF-LC-MS"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB0081"	"COSMIC910931,ACH-000062,CVCL_1655,CCLE_Name:RERFLCMS_LUNG"	
	"SIDM01431"	"U-178MG"	"Cell Line"	"Adherent"			" "		"ACH-000208,CVCL_A758,CCLE_Name:U178_CENTRAL_NERVOUS_SYSTEM"	4139097
	"SIDM01780"	"NU-DHL-1"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-583"	"ACH-000388,,CCLE_Name:NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00692"	"BeWo"	"Cell Line"	"Adherent"			" Hs-630-T has been shown to be a derivative of BeWo (PMID: 25877200, Cellosaurus).
JEG-3 has the same DNA profile as BeWo; it was established by serial cloning of BeWo (ECACC & PMID: 4299001). "	"ATCC:CCL-98"	"ACH-001444,CVCL_0044,CCLE_Name:BEWO_PLACENTA"	
	"SIDM00313"	"L-1236"	"Cell Line"	"Unknown"			" "	"DSMZ:ACC-530"	"COSMIC1330935,ACH-000702,CVCL_2096,CCLE_Name:L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00969"	"DOV13"	"Cell Line"	"Adherent"			" "		"COSMIC1479987,,CVCL_6774"	
	"SIDM01324"	"PE-CA-PJ34_Clone-C12"	"Cell Line"	"Adherent"			" "	"ECACC:97062513"	"ACH-000606,CVCL_2679,CCLE_Name:PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT"	9876219
	"SIDM01389"	"SZ-4"	"Cell Line"	"Unknown"			" "		"CVCL_8330"	1987293
	"SIDM00308"	"KU812"	"Cell Line"	"Suspension"			" "	"RIKEN:RCB0495"	"COSMIC907311,ACH-000074,CVCL_0379,CCLE_Name:KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01683"	"B240"	"Cell Line"	"Unknown"			" B239 and B240 are matched normal lines initiated by Epstein Barr virus (EBV) transformation of cells from the same blood sample as the tumour line NALM-19. (PMID: 1664237)"			1664237
	"SIDM00962"	"BV-173"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-20"	"COSMIC910710,ACH-000432,CVCL_0181,CCLE_Name:BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01700"	"Hs 751.T"	"Cell Line"	"Unknown"			" "		"ACH-000165,,CCLE_Name:HS751T_FIBROBLAST"	
	"SIDM00075"	"HCE-T"	"Cell Line"	"Unknown"			" "	"RIKEN:RCB1384"	"COSMIC907049,ACH-002336,CVCL_1272,CCLE_Name:HCET_UPPER_AERODIGESTIVE_TRACT"	
	"SIDM01450"	"SNU-719"	"Cell Line"	"Adherent"			" "	"KCLB:00719"	"ACH-000898,CVCL_5086,CCLE_Name:SNU719_STOMACH"	
	"SIDM01039"	"JAR"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-462"	"COSMIC907175,ACH-001529,CVCL_0360,CCLE_Name:JAR_PLACENTA"	
	"SIDM00002"	"NBsusSR"	"Cell Line"	"Unknown"			" "	"RIKEN:RCB0803"	"COSMIC925342,ACH-002340,CVCL_1450,CCLE_Name:NBSUSSR_AUTONOMIC_GANGLIA"	
	"SIDM00726"	"NCI-H2347"	"Cell Line"	"Adherent"			" NCI-BL2347 is a lymphoblastoid line from the same patient as NCI-H2347 (ATCC)."	"ATCC:CRL-5942"	"COSMIC687820,ACH-000875,CVCL_1550,CCLE_Name:NCIH2347_LUNG"	
	"SIDM01396"	"WM983A"	"Cell Line"	"Adherent"			" WM983A & WM983B were both derived from the same patient. WM983A was derived from the original tumour and WM983B was derived from a metastatic site. (Rockland)"	"Rockland:WM983A"	"CVCL_6808"	
	"SIDM01844"	"OMM2-3"	"Cell Line"	"Unknown"			" OMM2-5, OMM2-3 and Mel-270 are derived from the same patient (PMID: 28018010)."			28018010
	"SIDM00289"	"HAL-01"	"Cell Line"	"Suspension"			" "	"RIKEN:RCB0540"	"COSMIC949153,ACH-002241,CVCL_1242,CCLE_Name:HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00219"	"OC-316"	"Cell Line"	"Adherent"			" OC-314, OC-315 and OC-316 share common ancestry (PMID: 15677628). Sanger and Broad Institute genomic data supports this conclusion for OC-314 & OC-316 (no data has been generated for OC-315)."	"ICLC:HTL98014"	"ACH-001145,CVCL_1618,CCLE_Name:OC316_OVARY"	
	"SIDM00841"	"SW620"	"Cell Line"	"Adherent"			" SW480 was derived from the primary adenocarcinoma of the colon.
SW620 was derived the following year from a lymph node metastasis in the same patient (ATCC)."	"ATCC:CCL-227"	"COSMIC905962,ACH-000651,CVCL_0547,CCLE_Name:SW620_LARGE_INTESTINE"	
	"SIDM01981"	"ICC12"	"Cell Line"	"Unknown"			" "		"ACH-001838,,CCLE_Name:ICC12_BILIARY_TRACT"	
	"SIDM01860"	"STM91-01"	"Cell Line"	"Adherent"			" "		"ACH-001200,,CCLE_Name:STM9101_SOFT_TISSUE"	8385567
	"SIDM00654"	"NCI-H1048"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-5853"	"COSMIC687995,ACH-000866,CVCL_1453,CCLE_Name:NCIH1048_LUNG"	
	"SIDM01547"	"C99"	"Cell Line"	"Adherent"			" "	"ECACC:12022905"	"ACH-001461,CVCL_8176,CCLE_Name:C99_LARGE_INTESTINE"	
	"SIDM01616"	"Hs-172-T"	"Cell Line"	"Unknown"			" "		"ACH-000088,CVCL_0660,CCLE_Name:HS172T_FIBROBLAST"	
	"SIDM00949"	"DEL"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-338"	"COSMIC906836,ACH-000233,CVCL_1170,CCLE_Name:DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
