Field	model_id	name	type	growth_properties	parent_id	origin_patient_sample_id	comments	supplier	external_ids	publications
	SIDM01396	WM983A	Cell Line	Adherent			 WM983A & WM983B were both derived from the same patient. WM983A was derived from the original tumour and WM983B was derived from a metastatic site. (Rockland)	Rockland:WM983A	CVCL_6808	
	SIDM00289	HAL-01	Cell Line	Suspension			 	RIKEN:RCB0540	COSMIC949153,ACH-002241,CVCL_1242,CCLE_Name:HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00219	OC-316	Cell Line	Adherent			 OC-314, OC-315 and OC-316 share common ancestry (PMID: 15677628). Sanger and Broad Institute genomic data supports this conclusion for OC-314 & OC-316 (no data has been generated for OC-315).	ICLC:HTL98014	ACH-001145,CVCL_1618,CCLE_Name:OC316_OVARY	
	SIDM00841	SW620	Cell Line	Adherent			 SW480 was derived from the primary adenocarcinoma of the colon. SW620 was derived the following year from a lymph node metastasis in the same patient (ATCC).	ATCC:CCL-227	COSMIC905962,ACH-000651,CVCL_0547,CCLE_Name:SW620_LARGE_INTESTINE	
	SIDM00654	NCI-H1048	Cell Line	Adherent			 	ATCC:CRL-5853	COSMIC687995,ACH-000866,CVCL_1453,CCLE_Name:NCIH1048_LUNG	
	SIDM01547	C99	Cell Line	Adherent			 	ECACC:12022905	ACH-001461,CVCL_8176,CCLE_Name:C99_LARGE_INTESTINE	
	SIDM00949	DEL	Cell Line	Suspension			 	DSMZ:ACC-338	COSMIC906836,ACH-000233,CVCL_1170,CCLE_Name:DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00363	P31-FUJ	Cell Line	Unknown			 	JCRB:JCRB0091	COSMIC909253,ACH-000770,CVCL_1632,CCLE_Name:P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01325	Panc-02-13	Cell Line	Adherent			 	ATCC:CRL-2554	ACH-000031,CVCL_1634,CCLE_Name:PANC0213_PANCREAS	
	SIDM01580	Hs-600-T	Cell Line	Adherent			 	ATCC:CRL-7360	ACH-000240,CVCL_0814,CCLE_Name:HS600T_FIBROBLAST	
	SIDM00272	MDA-MB-453	Cell Line	Adherent			 	RIKEN:RCB1192	COSMIC908122,ACH-000910,CVCL_0418,CCLE_Name:MDAMB453_BREAST	
	SIDM00771	NCI-H1792	Cell Line	Adherent			 	ATCC:CRL-5895	COSMIC724868,ACH-000496,CVCL_1495,CCLE_Name:NCIH1792_LUNG	
	SIDM00369	TE-1	Cell Line	Unknown			 	JCRB:RCB1894	COSMIC753621,ACH-000647,CVCL_1759,CCLE_Name:TE1_OESOPHAGUS	
	SIDM00350	SAT	Cell Line	Unknown			 	JCRB:JCRB1027	COSMIC1299050,ACH-001641,CVCL_3160,CCLE_Name:SAT_UPPER_AERODIGESTIVE_TRACT	
	SIDM00614	JHH-7	Cell Line	Adherent			 	JCRB:JCRB1031	COSMIC1240160,ACH-000848,CVCL_2805,CCLE_Name:JHH7_LIVER	
	SIDM01440	SNU-1118	Cell Line	Adherent			 	KCLB:01118	CVCL_5011	11776963.0
	SIDM00066	TE-7	Cell Line	Unknown			 TE-2, TE-3, TE-7, TE-12 & TE-13 share common ancestry (PMID: 17804709)	unknown:unknown	CVCL_9972	
	SIDM00901	AN3-CA	Cell Line	Adherent			 	ATCC:HTB-111	COSMIC910781,ACH-000940,CVCL_0028,CCLE_Name:AN3CA_ENDOMETRIUM	
	SIDM00573	no-11	Cell Line	Unknown			 	JCRB:IFO50369	COSMIC908450,ACH-001606,CVCL_3076,CCLE_Name:NO11_CENTRAL_NERVOUS_SYSTEM	
	SIDM00274	GCIY	Cell Line	Adherent			 	RIKEN:RCB0555	COSMIC906869,ACH-000047,CVCL_1228,CCLE_Name:GCIY_STOMACH	
	SIDM01573	KMS-27	Cell Line	Unknown			 	JCRB:JCRB1188	ACH-000576,CVCL_2993,CCLE_Name:KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00633	MDA-MB-175-VII	Cell Line	Semi-Adherent			 	ATCC:HTB-25	COSMIC908120,ACH-000759,CVCL_1400,CCLE_Name:MDAMB175VII_BREAST	
	SIDM01040	FU-OV-1	Cell Line	Adherent			 	DSMZ:ACC-444	COSMIC1240129,ACH-000574,CVCL_2047,CCLE_Name:FUOV1_OVARY	
	SIDM00497	SNU-503	Cell Line	Adherent			 	KCLB:00503	ACH-000683,CVCL_5071,CCLE_Name:SNU503_LARGE_INTESTINE	
	SIDM01023	MONO-MAC-6	Cell Line	Suspension			 MONO-MAC-1 and MONO-MAC-6 are simultaneous sister cell lines derived from a peripheral blood sample from the same patient (DSMZ).	DSMZ:ACC-124	COSMIC908148,ACH-000006,CVCL_1426,CCLE_Name:MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01141	OV-90	Cell Line	Adherent			 	ATCC:CRL-11732	COSMIC1240197,ACH-000291,CVCL_3768,CCLE_Name:OV90_OVARY	
	SIDM01402	UM-UC-7	Cell Line	Adherent			 	ECACC:08090504	ACH-001415,CVCL_2752,CCLE_Name:UMUC7_URINARY_TRACT	
	SIDM00611	KMRC-1	Cell Line	Adherent			 	JCRB:JCRB1010	COSMIC1298168,ACH-000684,CVCL_2983,CCLE_Name:KMRC1_KIDNEY	
	SIDM01035	KMS-12-PE	Cell Line	Suspension			 KMS-12-PE and KMS-12-BM were both derived from the same patient (DSMZ).	DSMZ:ACC-606	COSMIC753568,ACH-001103,CVCL_1333,CCLE_Name:KMS12PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01541	C125-PM	Cell Line	Adherent			 	ECACC:12022909	ACH-001456,CVCL_8175,CCLE_Name:C125PM_LARGE_INTESTINE	
	SIDM00320	VMRC-LCD	Cell Line	Unknown			 	JCRB:JCRB0814	COSMIC713869,ACH-001233,CVCL_1787,CCLE_Name:VMRCLCD_LUNG	
	SIDM00015	KYSE-30	Cell Line	Unknown			 	DSMZ:ACC-351	COSMIC1298221,ACH-000777,CVCL_1351,CCLE_Name:KYSE30_OESOPHAGUS	
	SIDM01592	Hs-274-T	Cell Line	Adherent			 	ATCC:CRL-7222	ACH-000134,CVCL_0711,CCLE_Name:HS274T_BREAST	
	SIDM01777	PANC-05-04	Cell Line	Adherent			 	ATCC:CRL-2557	ACH-000093,,CCLE_Name:PANC0504_PANCREAS	
	SIDM01677	NCI-H1373	Cell Line	Adherent			 	ATCC:CRL-5866	ACH-000845,,CCLE_Name:NCIH1373_LUNG	
	SIDM00371	SUIT-2	Cell Line	Unknown			 	JCRB:JCRB1094	COSMIC1240219,ACH-000652,CVCL_3172,CCLE_Name:SUIT2_PANCREAS	
	SIDM00407	SU-DHL-6	Cell Line	Suspension			 	DSMZ:ACC-572	COSMIC1331037,ACH-000611,CVCL_2206,CCLE_Name:SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00108	UACC-257	Cell Line	Unknown			 	NCI:UACC-257	COSMIC905977,ACH-000579,CVCL_1779,CCLE_Name:UACC257_SKIN	
	SIDM01690	MOLP-2	Cell Line	Suspension			 	DSMZ:ACC-607	ACH-000453,,CCLE_Name:MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	8148313.0
	SIDM01009	KELLY	Cell Line	Adherent			 	DSMZ:ACC-355	COSMIC753618,ACH-000259,CVCL_2092,CCLE_Name:KELLY_AUTONOMIC_GANGLIA	
	SIDM01609	HEC-151	Cell Line	Adherent			 	JCRB:JCRB1122	ACH-000972,CVCL_2925,CCLE_Name:HEC151_ENDOMETRIUM	
	SIDM00981	DOHH-2	Cell Line	Suspension			 	DSMZ:ACC-47	COSMIC906842,ACH-000056,CVCL_1179,CCLE_Name:DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00855	G-402	Cell Line	Adherent			 	ATCC:CRL-1440	COSMIC907298,ACH-000375,CVCL_1221,CCLE_Name:G402_SOFT_TISSUE	
	SIDM00091	OVCAR-5	Cell Line	Unknown			Suspected mis-identification. Originally thought to be a high grade ovarian serous adenocarcinoma but suspected to have a upper gastrointestinal origin (DOI: 10.1093/nar/gkw578). 	NCI:OVCAR-5	COSMIC905969,ACH-001151,CVCL_1628,CCLE_Name:OVCAR5_OVARY	
	SIDM00762	NCI-H1944	Cell Line	Adherent			 	ATCC:CRL-5907	COSMIC1240185,ACH-000414,CVCL_1508,CCLE_Name:NCIH1944_LUNG	
	SIDM00982	42-MG-BA	Cell Line	Adherent			 	DSMZ:ACC-431	COSMIC687561,ACH-000323,CVCL_1798,CCLE_Name:42MGBA_CENTRAL_NERVOUS_SYSTEM	
	SIDM01360	MCC14-2	Cell Line	Adherent			 MCC14-1 & MCC14-2 were both established from the same nodal metastasis. (PMID: 7814141).	ECACC:10092303	ACH-001551,CVCL_2584,CCLE_Name:MCC142_SKIN	7814141.0
	SIDM00638	MS751	Cell Line	Adherent			 	ATCC:HTB-34	COSMIC1240179,ACH-001360,CVCL_4996,CCLE_Name:MS751_CERVIX	
	SIDM01526	ACC-MESO-1	Cell Line	Adherent			 	RIKEN:RCB2292	ACH-000086,CVCL_5113,CCLE_Name:ACCMESO1_PLEURA	
	SIDM01910	UM-UC-4	Cell Line	Adherent			 	ECACC:08090501	ACH-001410,,CCLE_Name:UMUC4_URINARY_TRACT	3761468.0
	SIDM01704	Hs-706-T	Cell Line	Adherent			 	ATCC:CRL-7447	ACH-000071,,CCLE_Name:HS706T_BONE	
	SIDM01020	KMS-12-BM	Cell Line	Suspension			 KMS-12-PE and KMS-12-BM were both derived from the same patient (DSMZ).	DSMZ:ACC-551	COSMIC907281,ACH-000380,CVCL_1334,CCLE_Name:KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00810	A427	Cell Line	Adherent			 	ATCC:HTB-53	COSMIC910851,ACH-000757,CVCL_1055,CCLE_Name:A427_LUNG	
	SIDM01569	JHH-5	Cell Line	Adherent			 	JCRB:JCRB1029	ACH-000734,CVCL_0364,CCLE_Name:JHH5_LIVER	
	SIDM00029	SCLC-21H	Cell Line	Unknown			 SCLC-21H & SCLC-22H were derived from the same patient (DSMZ).	DSMZ:ACC372	COSMIC753611,ACH-000659,CVCL_0024,CCLE_Name:SCLC21H_LUNG	
	SIDM01263	J-RT3-T3-5	Cell Line	Suspension	SIDM01244	SIDS00539	 J-RT3-T3-5 is a derivative mutant of the Jurkat subclone Jurkat-Clone-E61 that lacks the beta chain of the T cell antigen receptor (ATCC). A3 is a wild-type A3 subclone of Jurkat generated through treatment with Fas Antibody and is very sensitive to Fas-mediated apoptosis (ATCC). I-9-2 and I-2-1 are subclones of A3 generated by treating A3 clone with ICR-191 (frameshifting mutagen) in the presence of Fas Antibody for 3-5 weeks (ATCC). I-9-2 has a mutation in the cysteine protease caspase-8/FLICE (ATCC). I-2-1 has amutation in the adaptor FADD (ATCC). Jurkat-Clone-E61 is a clone of Jurkat-FHCRC which is itself a derivative of the Jurkat cell line (ATCC). JKT-beta-del is a derivative of Jurkat isolated by cell sorting and lacks the surface expression of the T-cell receptor alpha/beta/CD3 complex. (JCRB)	ATCC:TIB-153	COSMIC907391,,CVCL_1316	
	SIDM01429	CII	Cell Line	Semi-Adherent			Epstein-Barr virus (EBV) immortalized. CI formerly thought of as a B-lymphoblastoid sister of CII is now deemed a subclone of CII. (DSMZ)	DSMZ:ACC 773	ACH-001485,CVCL_0D73,CCLE_Name:CII_HAEMATOPOIETIC_AND_LYMPHOID	
	SIDM01030	KYSE-180	Cell Line	Adherent			 	DSMZ:ACC-379	COSMIC907318,ACH-000693,CVCL_1349,CCLE_Name:KYSE180_OESOPHAGUS	
	SIDM01362	MM383	Cell Line	Adherent			 	CellBank Australia:CBA-1350	ACH-001567,CVCL_2606,CCLE_Name:MM383_SKIN	
	SIDM01491	CL-14	Cell Line	Adherent			 	DSMZ:ACC 504	ACH-000342,CVCL_1979,CCLE_Name:CL14_LARGE_INTESTINE	
	SIDM01137	PANC-04-03	Cell Line	Adherent			 	ATCC:CRL-2555	COSMIC1298476,ACH-000235,CVCL_1636,CCLE_Name:PANC0403_PANCREAS	
	SIDM01067	HCC-827	Cell Line	Adherent			 HCC-827-GR5 is a Gefitinib resistant clone of HCC-827. (10.1126/science.1141478).	DSMZ:ACC-566	COSMIC1240146,ACH-000012,CVCL_2063,CCLE_Name:HCC827_LUNG	
	SIDM01211	A2780ADR	Cell Line	Adherent	SIDM00210	SIDS00590	 A2780cis is a cisplatin resistant subclone of A2780. A2780ADR is an adriamycin resistant subclone of A2780 (ECACC).	ECACC:93112520	CVCL_1941	
	SIDM00538	ESO51	Cell Line	Suspension			 	ECACC:11012010	COSMIC1503367,ACH-001497,CVCL_2036,CCLE_Name:ESO51_OESOPHAGUS	
	SIDM00367	SBC-3	Cell Line	Unknown			 	JCRB:JCRB0818	COSMIC753610,ACH-002197,CVCL_1678,CCLE_Name:SBC3_LUNG	3012965.0
	SIDM00918	Caov-4	Cell Line	Adherent			 	ATCC:HTB-76	COSMIC949090,ACH-000103,CVCL_0202,CCLE_Name:CAOV4_OVARY	
	SIDM00899	AsPC-1	Cell Line	Adherent			 	ATCC:CRL-1682	COSMIC910702,ACH-000222,CVCL_0152,CCLE_Name:ASPC1_PANCREAS	
	SIDM01203	NTERA-2-cl-D1	Cell Line	Adherent	SIDM01142	SIDS00330	 NTERA-2 was established in 1980 from a nude mouse xenograft of the Tera 2 cell line.  NTERA-2-cl-D1 is a sub-clone of NTERA-2 (ATCC).	ATCC:CRL-1973	COSMIC908454,ACH-002291,CVCL_3407,CCLE_Name:NTERA2CLD1_TESTIS	
	SIDM00374	SLVL	Cell Line	Unknown			 	JCRB:JCRB0159	COSMIC1331032,ACH-002062,CVCL_3169,CCLE_Name:SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01005	KASUMI-1	Cell Line	Suspension			 	DSMZ:ACC-220	COSMIC907275,ACH-000263,CVCL_0589,CCLE_Name:KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00359	RCM-1	Cell Line	Unknown			 	JCRB:JCRB0256	COSMIC909263,ACH-000565,CVCL_1648,CCLE_Name:RCM1_LARGE_INTESTINE	
	SIDM01559	Hs-852-T	Cell Line	Adherent			 	ATCC:CRL-7585	ACH-000274,CVCL_0950,CCLE_Name:HS852T_SKIN	
	SIDM00886	DB	Cell Line	Suspension			 	ATCC:CRL-2289	COSMIC906832,ACH-000334,CVCL_1168,CCLE_Name:DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00390	SU-DHL-1	Cell Line	Suspension			 	DSMZ:ACC-356	COSMIC909742,ACH-000664,CVCL_0538,CCLE_Name:SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00852	H4	Cell Line	Adherent			 	ATCC:HTB-148	COSMIC907042,ACH-000389,CVCL_1239,CCLE_Name:H4_CENTRAL_NERVOUS_SYSTEM	
	SIDM00986	BHY	Cell Line	Adherent			 	DSMZ:ACC-404	COSMIC753535,ACH-000548,CVCL_1086,CCLE_Name:BHY_UPPER_AERODIGESTIVE_TRACT	
	SIDM01046	EM-3	Cell Line	Suspension			 EM-2 and EM-3 were derived from the same patient. EM-2 was established +28 days after bone marrow transplantation. EM-3 was established +47 days  after bone marrow transplantation (DSMZ).	DSMZ:ACC-134	CVCL_2033	
	SIDM00122	BT-549	Cell Line	Adherent			 	NCI:BT-549	COSMIC905951,ACH-000288,CVCL_1858,CCLE_Name:BT549_BREAST	
	SIDM00008	MCAS	Cell Line	Unknown			 	JCRB:JCRB0240	COSMIC1240171,ACH-000796,CVCL_3020,CCLE_Name:MCAS_OVARY	
	SIDM00781	SNU-C2B	Cell Line	Semi-Adherent			 SNU-C2A and SNU-C2B were both derived from the same nude mouse xenograft. SNU-C2A was derived at the third passage while SNU-C2B was derived at the fourth passage (ATCC).	ATCC:CCL-250	COSMIC909740,ACH-001199,CVCL_1710,CCLE_Name:SNUC2B_LARGE_INTESTINE	
	SIDM00870	HCC202	Cell Line	Semi-Adherent			 	ATCC:CRL-2316	COSMIC1290906,ACH-000725,CVCL_2062,CCLE_Name:HCC202_BREAST	
	SIDM01904	VMRC-LCP	Cell Line	Adherent			 	JCRB:JCRB0103	ACH-001234,,CCLE_Name:VMRCLCP_LUNG	
	SIDM01332	RERF-LC-AD2	Cell Line	Adherent			 	JCRB:JCRB1021	ACH-000774,CVCL_1652,CCLE_Name:RERFLCAD2_LUNG	
	SIDM01472	Li-7	Cell Line	Adherent			 	RIKEN:RCB1941 	ACH-000471,CVCL_3840,CCLE_Name:LI7_LIVER	
	SIDM01259	GR-ST	Cell Line	Suspension	SIDM01238	SIDS00667	 ST is a subclone of Tanoue. GR-ST is a subclone of ST cells transformed with human G-CSF receptor cDNA (JCRB).	RIKEN:RCB1182	COSMIC906877,ACH-002238,CVCL_1236,CCLE_Name:GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01693	MHH-CALL-3	Cell Line	Suspension			 	DSMZ:ACC-339	ACH-000032,,CCLE_Name:MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01473	KMS-34	Cell Line	Unknown			 	JCRB:JCRB1195	ACH-000541,CVCL_2996,CCLE_Name:KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01841	OCI-M2	Cell Line	Suspension			 	DSMZ:ACC-619	ACH-001618,,CCLE_Name:OCIM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00395	SIMA	Cell Line	Adherent			 	DSMZ:ACC-164	COSMIC753620,ACH-000099,CVCL_1695,CCLE_Name:SIMA_AUTONOMIC_GANGLIA	
	SIDM01193	U-118-MG	Cell Line	Adherent			 U-118-MG and U-138-MG have identical VNTR, similar STR patterns and are very similar cytogenetically sharing at least six derivative marker chromosomes. (ATCC).  1321N1 is a subclone of 1181N1 which itself is a subclone of U-118 MG  (ECACC).	ATCC:HTB-15	COSMIC687588,ACH-000040,CVCL_0633,CCLE_Name:U118MG_CENTRAL_NERVOUS_SYSTEM	
	SIDM01528	59M	Cell Line	Adherent			 	ECACC:89081802	ACH-000520,CVCL_2291,CCLE_Name:59M_OVARY	
	SIDM00158	SNU-201	Cell Line	Unknown			 	KCLB:00201	ACH-000623,CVCL_5033,CCLE_Name:SNU201_CENTRAL_NERVOUS_SYSTEM	11776963.0
	SIDM00001	MEC-1	Cell Line	Unknown			 MEC-1 and MEC-2 were both established from the same patient (PMID: 10071128).	DSMZ:ACC-497	COSMIC1330943,ACH-000405,CVCL_1870,CCLE_Name:MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	10071128.0
	SIDM00934	CAPAN-1	Cell Line	Adherent			 	DSMZ:ACC-244	COSMIC753624,ACH-000354,CVCL_0237,CCLE_Name:CAPAN1_PANCREAS	
	SIDM01047	EM-2	Cell Line	Suspension			 EM-2 and EM-3 were derived from the same patient. EM-2 was established +28 days after bone marrow transplantation. EM-3 was established +47 days  after bone marrow transplantation (DSMZ).	DSMZ:ACC-135	COSMIC906855,ACH-000295,CVCL_1196,CCLE_Name:EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01134	NCI-H841	Cell Line	Semi-Adherent			 	ATCC:CRL-5845	COSMIC1240192,ACH-000292,CVCL_1595,CCLE_Name:NCIH841_LUNG	
	SIDM00144	NCI-H460	Cell Line	Adherent			 	NCI:NCI-H460	COSMIC905943,ACH-000463,CVCL_0459,CCLE_Name:NCIH460_LUNG	
	SIDM01581	Ki-JK	Cell Line	Suspension			 	DSMZ:ACC 695	ACH-000773,CVCL_2093,CCLE_Name:KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01037	JIMT-1	Cell Line	Adherent			 	DSMZ:ACC-589	COSMIC1298157,ACH-000711,CVCL_2077,CCLE_Name:JIMT1_BREAST	
	SIDM01422	SUM-52PE	Cell Line	Adherent			 	BioIVT:SUM-52PE	ACH-001396,CVCL_3425,CCLE_Name:SUM52PE_BREAST	8631031.0
	SIDM00659	M059J	Cell Line	Adherent			 M059K and M059J cells concurrently from the same tumor specimen from a 33 year old male patient with untreated glioblastoma (ATCC).	ATCC:CRL-2366	COSMIC949094,ACH-001118,CVCL_0400,CCLE_Name:M059J_CENTRAL_NERVOUS_SYSTEM	
	SIDM00537	GP5d	Cell Line	Adherent			 GP5d has been established from the same adenocarcinoma as GP2d (ECACC).	ECACC:95090715	COSMIC907291,ACH-001345,CVCL_1235,CCLE_Name:GP5D_LARGE_INTESTINE	
	SIDM01868	MTA	Cell Line	Suspension			 	JCRB:IFO-50513	ACH-001132,,CCLE_Name:MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	10222657.0
	SIDM01621	HNT-34	Cell Line	Suspension			 	DSMZ:ACC 600	ACH-000299,CVCL_2071,CCLE_Name:HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01442	SNU-738	Cell Line	Adherent			 	KCLB:00738	ACH-000807,CVCL_5087,CCLE_Name:SNU738_CENTRAL_NERVOUS_SYSTEM	11776963.0
	SIDM00315	YKG-1	Cell Line	Adherent			 	JCRB:JCRB0746	COSMIC687592,ACH-000570,CVCL_1796,CCLE_Name:YKG1_CENTRAL_NERVOUS_SYSTEM	
	SIDM01831	U-HO1	Cell Line	Suspension			 U-HO1-PTPN1 was derived from U-HO1 by stable transfection with non-receptor protein-tyrosine phosphatase N1 (PTPN1) (DOI: 10.1186/1471-2121-11-99).	DSMZ:ACC-626	ACH-001685,,CCLE_Name:UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01571	JHOM-1	Cell Line	Adherent			 	RIKEN:RCB1676 	ACH-000237,CVCL_4644,CCLE_Name:JHOM1_OVARY	
	SIDM00171	SNU-1197	Cell Line	Adherent			 	KCLB:01197	ACH-000412,CVCL_5016,CCLE_Name:SNU1197_LARGE_INTESTINE	
	SIDM01575	KMS-20	Cell Line	Unknown			 	JCRB:JCRB1196	ACH-000426,CVCL_2990,CCLE_Name:KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01391	NH-6	Cell Line	Adherent			 	JCRB:JCRB0832	ACH-000203,CVCL_1606,CCLE_Name:NH6_AUTONOMIC_GANGLIA	
	SIDM00141	COLO-685	Cell Line	Suspension			 COLO-685 was established from the same patient as COLO-684 (DSMZ).	ECACC:87061206	CVCL_1991	
	SIDM00630	MDA-MB-415	Cell Line	Adherent			 	ATCC:HTB-128	COSMIC924240,ACH-000876,CVCL_0621,CCLE_Name:MDAMB415_BREAST	
	SIDM01185	U-CH2	Cell Line	Adherent			 	ATCC:CRL-3218	COSMIC1503373,ACH-002204,CVCL_4989,CCLE_Name:UCH2_BONE	
	SIDM00897	SK-BR-3	Cell Line	Adherent			 AU565 and SK-BR-3 were derived from the same patient (ATCC).	ATCC:HTB-30	COSMIC998199,ACH-000017,CVCL_0033,CCLE_Name:SKBR3_BREAST	
	SIDM00276	ETK-1	Cell Line	Unknown			 ETK-1 has been shown by STR profiling to be contaminated with SSP-25 (ICLAC)	RIKEN:RCB1289	COSMIC906861,ACH-002237,CVCL_1206,CCLE_Name:ETK1_BILIARY_TRACT	
	SIDM00690	JHU-029	Cell Line	Adherent			 	ATCC:CRL-2723	COSMIC1298156,ACH-002251,CVCL_5993,CCLE_Name:JHU029_UPPER_AERODIGESTIVE_TRACT	
	SIDM01236	SH-SY5Y	Cell Line	Adherent	SIDM01098	SIDS00374	 SH-SY5Y is a thrice cloned (SK-N-SH -> SH-SY -> SH-SY5 -> SH-SY5Y) subline of the neuroblastoma cell line SK-N-SH (ATCC).	ATCC:CRL-2266	ACH-001188,CVCL_0019,CCLE_Name:SHSY5Y_AUTONOMIC_GANGLIA	
	SIDM00357	RERF-LC-FM	Cell Line	Unknown			 	JCRB:JCRB0102	COSMIC930081,ACH-002193,CVCL_1653,CCLE_Name:RERFLCFM_LUNG	
	SIDM00800	Hs-294-T	Cell Line	Adherent			 Hs-294-T and A101D were isolated from the same donor tissue (ATCC).	ATCC:HTB-140	ACH-000014,CVCL_0331,CCLE_Name:HS294T_SKIN	
	SIDM00291	HMV-II	Cell Line	Adherent			 	RIKEN:RCB0777	COSMIC907058,ACH-002040,CVCL_1282,CCLE_Name:HMVII_SKIN	
	SIDM00858	G-292-Clone-A141B1	Cell Line	Adherent			 	ATCC:CRL-1423	COSMIC1290807,ACH-000082,CVCL_2909,CCLE_Name:G292CLONEA141B1_BONE	
	SIDM01668	NCI-H2106	Cell Line	Suspension			 	ATCC:CRL-5923	ACH-000904,,CCLE_Name:NCIH2106_LUNG	
	SIDM00922	Calu-3	Cell Line	Adherent			 	ATCC:HTB-55	COSMIC687777,ACH-000392,CVCL_0609,CCLE_Name:CALU3_LUNG	
	SIDM00671	HH	Cell Line	Suspension			 	ATCC:CRL-2105	COSMIC907056,ACH-000061,CVCL_1280,CCLE_Name:HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00299	MFH-ino	Cell Line	Adherent			 	RIKEN:RCB0749	COSMIC925343,ACH-002271,CVCL_1407,CCLE_Name:MFHINO_SOFT_TISSUE	
	SIDM00730	NCI-H2227	Cell Line	Semi-Adherent			 	ATCC:CRL-5934	COSMIC688018,ACH-000610,CVCL_1542,CCLE_Name:NCIH2227_LUNG	
	SIDM00107	UACC-62	Cell Line	Unknown			 UACC-62_CJ1 is a resistant sub-clone of UACC-62.	NCI:UACC-62	COSMIC905976,ACH-000425,CVCL_1780,CCLE_Name:UACC62_SKIN	
	SIDM00617	JHH-2	Cell Line	Unknown			 	JCRB:JCRB1028	COSMIC1240157,ACH-000577,CVCL_2786,CCLE_Name:JHH2_LIVER	
	SIDM00193	SNU-81	Cell Line	Adherent			 	KCLB:81	COSMIC1660036,ACH-000991,CVCL_5098,CCLE_Name:SNU81_LARGE_INTESTINE	
	SIDM01126	NCI-H64	Cell Line	Suspension			 	ATCC:CRL-5976	COSMIC688026,ACH-001599,CVCL_1573,CCLE_Name:NCIH64_LUNG	
	SIDM00403	RPMI-8402	Cell Line	Suspension			 	DSMZ:ACC-290	COSMIC909702,ACH-000636,CVCL_1667,CCLE_Name:RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01044	EPLC-272H	Cell Line	Adherent			 	DSMZ:ACC-383	COSMIC753556,ACH-000585,CVCL_1197,CCLE_Name:EPLC272H_LUNG	
	SIDM01530	BCP-1	Cell Line	Suspension			 	ATCC:CRL-2294	ACH-000923,CVCL_0107,CCLE_Name:BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	9473233.0
	SIDM00268	TGBC2TKB	Cell Line	Adherent			 TGBC1TKB & TGBC2TKB are from the same patient (RIKEN).	RIKEN:RCB1130	CVCL_3339	
	SIDM01691	MOLM-6	Cell Line	Suspension			 	DSMZ:ACC-611	ACH-000321,,CCLE_Name:MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	7873501.0
	SIDM00581	GB-1	Cell Line	Unknown			 	JCRB:IFO50489	COSMIC687568,ACH-000738,CVCL_1227,CCLE_Name:GB1_CENTRAL_NERVOUS_SYSTEM	
	SIDM01864	SKNO-1	Cell Line	Suspension			 	DSMZ:ACC-690	ACH-001656,,CCLE_Name:SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	7772516.0
	SIDM00104	NCI-H2369	Cell Line	Unknown			 	NCI-Navy Medical Oncology Branch:NCI-H2369	COSMIC1290808,,CVCL_A532	
